Codigo,Descricao,Referencias
X902,"Agressão por meio de produtos químicos e substâncias nocivas não especificados - escolas, outras instituições e áreas de administração pública",NA
X903,Agressão por meio de produtos químicos e substâncias nocivas não especificados - área para a prática de esportes e atletismo,NA
X904,Agressão por meio de produtos químicos e substâncias nocivas não especificados - rua e estrada,NA
X905,Agressão por meio de produtos químicos e substâncias nocivas não especificados - áreas de comércio e de serviços,NA
X906,Agressão por meio de produtos químicos e substâncias nocivas não especificados - áreas industriais e em construção,NA
X907,Agressão por meio de produtos químicos e substâncias nocivas não especificados - fazenda,NA
X908,Agressão por meio de produtos químicos e substâncias nocivas não especificados - outros locais especificados,NA
X909,Agressão por meio de produtos químicos e substâncias nocivas não especificados - local não especificado,NA
X910,"Agressão por meio de enforcamento, estrangulamento e sufocação - residência",NA
X911,"Agressão por meio de enforcamento, estrangulamento e sufocação - habitação coletiva",NA
X912,"Agressão por meio de enforcamento, estrangulamento e sufocação - escolas, outras instituições e áreas de administração pública",NA
X913,"Agressão por meio de enforcamento, estrangulamento e sufocação - área para a prática de esportes e atletismo",NA
X914,"Agressão por meio de enforcamento, estrangulamento e sufocação - rua e estrada",NA
X915,"Agressão por meio de enforcamento, estrangulamento e sufocação - áreas de comércio e de serviços",NA
X916,"Agressão por meio de enforcamento, estrangulamento e sufocação - áreas industriais e em construção",NA
X917,"Agressão por meio de enforcamento, estrangulamento e sufocação - fazenda",NA
X918,"Agressão por meio de enforcamento, estrangulamento e sufocação - outros locais especificados",NA
X919,"Agressão por meio de enforcamento, estrangulamento e sufocação - local não especificado",NA
X920,Agressão por meio de afogamento e submersão - residência,NA
X921,Agressão por meio de afogamento e submersão - habitação coletiva,NA
X922,"Agressão por meio de afogamento e submersão - escolas, outras instituições e áreas de administração pública",NA
X923,Agressão por meio de afogamento e submersão - área para a prática de esportes e atletismo,NA
X924,Agressão por meio de afogamento e submersão - rua e estrada,NA
X925,Agressão por meio de afogamento e submersão - áreas de comércio e de serviços,NA
X926,Agressão por meio de afogamento e submersão - áreas industriais e em construção,NA
X927,Agressão por meio de afogamento e submersão - fazenda,NA
X928,Agressão por meio de afogamento e submersão - outros locais especificados,NA
X929,Agressão por meio de afogamento e submersão - local não especificado,NA
X930,Agressão por meio de disparo de arma de fogo de mão - residência,NA
X931,Agressão por meio de disparo de arma de fogo de mão - habitação coletiva,NA
X932,"Agressão por meio de disparo de arma de fogo de mão - escolas, outras instituições e áreas de administração pública",NA
X933,Agressão por meio de disparo de arma de fogo de mão - área para a prática de esportes e atletismo,NA
X934,Agressão por meio de disparo de arma de fogo de mão - rua e estrada,NA
X935,Agressão por meio de disparo de arma de fogo de mão - áreas de comércio e de serviços,NA
X936,Agressão por meio de disparo de arma de fogo de mão - áreas industriais e em construção,NA
X937,Agressão por meio de disparo de arma de fogo de mão - fazenda,NA
X938,Agressão por meio de disparo de arma de fogo de mão - outros locais especificados,NA
X939,Agressão por meio de disparo de arma de fogo de mão - local não especificado,NA
X940,"Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - residência",NA
X941,"Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - habitação coletiva",NA
X942,"Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - escolas, outras instituições e áreas de administração pública",NA
X943,"Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - área para a prática de esportes e atletismo",NA
X944,"Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - rua e estrada",NA
X945,"Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - áreas de comércio e de serviços",NA
X946,"Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - áreas industriais e em construção",NA
X947,"Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - fazenda",NA
X948,"Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - outros locais especificados",NA
X949,"Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - local não especificado",NA
X950,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - residência,NA
X951,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - habitação coletiva,NA
X952,"Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - escolas, outras instituições e áreas de administração pública",NA
X953,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - área para a prática de esportes e atletismo,NA
X954,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - rua e estrada,NA
X955,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - áreas de comércio e de serviços,NA
X956,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - áreas industriais e em construção,NA
X957,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - fazenda,NA
X958,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - outros locais especificados,NA
X959,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - local não especificado,NA
X960,Agressão por meio de material explosivo - residência,NA
X961,Agressão por meio de material explosivo - habitação coletiva,NA
X962,"Agressão por meio de material explosivo - escolas, outras instituições e áreas de administração pública",NA
X963,Agressão por meio de material explosivo - área para a prática de esportes e atletismo,NA
X964,Agressão por meio de material explosivo - rua e estrada,NA
X965,Agressão por meio de material explosivo - áreas de comércio e de serviços,NA
X966,Agressão por meio de material explosivo - áreas industriais e em construção,NA
X967,Agressão por meio de material explosivo - fazenda,NA
X968,Agressão por meio de material explosivo - outros locais especificados,NA
X969,Agressão por meio de material explosivo - local não especificado,NA
X970,"Agressão por meio de fumaça, fogo e chamas - residência",NA
X971,"Agressão por meio de fumaça, fogo e chamas - habitação coletiva",NA
X972,"Agressão por meio de fumaça, fogo e chamas - escolas, outras instituições e áreas de administração pública",NA
X973,"Agressão por meio de fumaça, fogo e chamas - área para a prática de esportes e atletismo",NA
X974,"Agressão por meio de fumaça, fogo e chamas - rua e estrada",NA
X975,"Agressão por meio de fumaça, fogo e chamas - áreas de comércio e de serviços",NA
X976,"Agressão por meio de fumaça, fogo e chamas - áreas industriais e em construção",NA
X977,"Agressão por meio de fumaça, fogo e chamas - fazenda",NA
X978,"Agressão por meio de fumaça, fogo e chamas - outros locais especificados",NA
X979,"Agressão por meio de fumaça, fogo e chamas - local não especificado",NA
X980,"Agressão por meio de vapor de água, gases ou objetos quentes - residência",NA
X981,"Agressão por meio de vapor de água, gases ou objetos quentes - habitação coletiva",NA
X982,"Agressão por meio de vapor de água, gases ou objetos quentes - escolas, outras instituições e áreas de administração pública",NA
X983,"Agressão por meio de vapor de água, gases ou objetos quentes - área para a prática de esportes e atletismo",NA
X984,"Agressão por meio de vapor de água, gases ou objetos quentes - rua e estrada",NA
X985,"Agressão por meio de vapor de água, gases ou objetos quentes - áreas de comércio e de serviços",NA
X986,"Agressão por meio de vapor de água, gases ou objetos quentes - áreas industriais e em construção",NA
X987,"Agressão por meio de vapor de água, gases ou objetos quentes - fazenda",NA
X988,"Agressão por meio de vapor de água, gases ou objetos quentes - outros locais especificados",NA
X989,"Agressão por meio de vapor de água, gases ou objetos quentes - local não especificado",NA
X990,Agressão por meio de objeto cortante ou penetrante - residência,NA
X991,Agressão por meio de objeto cortante ou penetrante - habitação coletiva,NA
X992,"Agressão por meio de objeto cortante ou penetrante - escolas, outras instituições e áreas de administração pública",NA
X993,Agressão por meio de objeto cortante ou penetrante - área para a prática de esportes e atletismo,NA
X994,Agressão por meio de objeto cortante ou penetrante - rua e estrada,NA
